"wdpaid","wdpa_pid","name","iso3","country","year1","year2","area_km1","area_km2","area_change_km","area_change_perc","wdpa_yr"
11061,"11061","St Abb's Head","GBR","United Kingdom of Great Britain and Northern Ireland",2008,2011,0.7967,12.73,11.9333,1497.84109451487,2017
11061,"11061","St Abb's Head","GBR","United Kingdom of Great Britain and Northern Ireland",2011,2012,12.73,0.1273,-12.6027,-99,2017
11062,"11062","St Cyrus","GBR","United Kingdom of Great Britain and Northern Ireland",2008,2011,0.8372,3.32,2.4828,296.559961777353,2017
11062,"11062","St Cyrus","GBR","United Kingdom of Great Britain and Northern Ireland",2011,2012,3.32,0.0332,-3.2868,-99,2017
11066,"11066","Tentsmuir Point","GBR","United Kingdom of Great Britain and Northern Ireland",2004,2005,7.256,5.15,-2.106,-29.0242557883131,2008
11066,"11066","Tentsmuir Point","GBR","United Kingdom of Great Britain and Northern Ireland",2006,2007,5.15,7.256,2.106,40.8932038834951,2008
11090,"11090","Gower Coast","GBR","United Kingdom of Great Britain and Northern Ireland",2004,2005,0.9187,0.47,-0.4487,-48.8407532382715,2017
11090,"11090","Gower Coast","GBR","United Kingdom of Great Britain and Northern Ireland",2006,2007,0.47,0.9187,0.4487,95.468085106383,2017
11090,"11090","Gower Coast","GBR","United Kingdom of Great Britain and Northern Ireland",2008,2011,0.9187,39,38.0813,4145.12898661152,2017
11090,"11090","Gower Coast","GBR","United Kingdom of Great Britain and Northern Ireland",2011,2012,39,0.39,-38.61,-99,2017
11094,"11094","Oxwich","GBR","United Kingdom of Great Britain and Northern Ireland",2008,2011,2.6637,205,202.3363,7596.06186882907,2017
11094,"11094","Oxwich","GBR","United Kingdom of Great Britain and Northern Ireland",2011,2012,205,2.05,-202.95,-99,2017
11097,"11097","Whiteford","GBR","United Kingdom of Great Britain and Northern Ireland",2008,2011,8.0443,275,266.9557,3318.56967044988,2017
11097,"11097","Whiteford","GBR","United Kingdom of Great Britain and Northern Ireland",2011,2012,275,2.75,-272.25,-99,2017
11099,"11099","Portrush","GBR","United Kingdom of Great Britain and Northern Ireland",2004,2005,0.009,0.01,0.001,11.1111111111111,2017
11099,"11099","Portrush","GBR","United Kingdom of Great Britain and Northern Ireland",2006,2007,0.01,0.009,-0.001,-10,2017
11104,"11104","Roe Estuary","GBR","United Kingdom of Great Britain and Northern Ireland",2008,2011,3.61,597,593.39,16437.3961218837,2014
11104,"11104","Roe Estuary","GBR","United Kingdom of Great Britain and Northern Ireland",2011,2012,597,5.97,-591.03,-99,2014
11105,"11105","Magilligan Point","GBR","United Kingdom of Great Britain and Northern Ireland",2008,2012,0.384,0.15,-0.234,-60.9375,2014
11111,"11111","Granagh Bay","GBR","United Kingdom of Great Britain and Northern Ireland",2008,2012,0.301,0.47,0.169,56.1461794019934,2014
11115,"11115","Cloghy Rocks","GBR","United Kingdom of Great Britain and Northern Ireland",2008,2012,0.3,0.45,0.15,50,2014
11118,"11118","East Fork Salmon River Bench","USA","United States of America",2008,2012,2.799,1.38,-1.419,-50.6966773847803,2017
11142,"11142","Yala East(Kumana)","LKA","Sri Lanka",2008,2010,181.482,0.9,-180.582,-99.5040830495586,2017
11184,"11184","Complexul Sacalin Zatoane","ROU","Romania",2006,2007,164,214.1,50.1,30.5487804878049,2017
11457,"11457","Nadmorski Park Krajobrazowy","POL","Poland",2004,2005,276.1,74.52,-201.58,-73.009779065556,2017
11457,"11457","Nadmorski Park Krajobrazowy","POL","Poland",2008,2011,74.52,103.45,28.93,38.8217928073001,2017
11519,"11519","Kamchia","BGR","Bulgaria",2006,2007,14.45,8.421,-6.029,-41.7231833910035,2017
11582,"11582","Bundala","LKA","Sri Lanka",2008,2010,62.16,12.88,-49.28,-79.2792792792793,2017
11611,"11611","Bijagos Archipelago Biosphere Reserve","GNB","Guinea Bissau",2008,2011,10278.97,-9,-10287.97,-100.087557410908,2017
11628,"11628","Kurilsky","RUS","Russian Federation",2007,2008,654,1388.4,734.4,112.293577981651,2017
11628,"11628","Kurilsky","RUS","Russian Federation",2008,2010,1388.4,320,-1068.4,-76.9518870642466,2017
11689,"11689","Merja Zerga","MAR","Morocco",2008,2010,70,7.91,-62.09,-88.7,2017
11689,"11689","Merja Zerga","MAR","Morocco",2010,2011,7.91,45,37.09,468.90012642225,2017
1169,"1169","Chappell Islands","AUS","Australia",2008,2017,0.3,2.502454559,2.202454559,734.151519666667,2017
11697,"11697","Sous Massa National Park","MAR","Morocco",2008,2010,338,149.36,-188.64,-55.810650887574,2017
11697,"11697","Sous Massa National Park","MAR","Morocco",2011,2012,149.36,373.14,223.78,149.825923942153,2017
11697,"11697","Sous Massa National Park","MAR","Morocco",2013,2014,373.14,129,-244.14,-65.4285254864126,2017
11707,"11707","Il-Gżejjer ta' Filfa","MLT","Malta",2008,2011,0.066,-9,-9.066,-13736.3636363636,2017
11723,"11723","The Wash","GBR","United Kingdom of Great Britain and Northern Ireland",2008,2011,84.703,7923.1,7838.397,9253.97801730753,2017
11723,"11723","The Wash","GBR","United Kingdom of Great Britain and Northern Ireland",2011,2012,7923.1,3.0587,-7920.0413,-99.961395160985,2017
11796,"11796","Insel Vilm","DEU","Germany",2008,2017,1.75,0.7175,-1.0325,-59,2017
11826,"11826","Stenshuvud","SWE","Sweden",2006,2007,3.02,4.1246,1.1046,36.5761589403973,2017
11826,"11826","Stenshuvud","SWE","Sweden",2008,2010,4.1246,1.0119,-3.1127,-75.4667119235805,2017
11832,"11832","Ust'-Lensky","RUS","Russian Federation",2007,2008,14330,24830,10500,73.2728541521284,2017
11832,"11832","Ust'-Lensky","RUS","Russian Federation",2008,2010,24830,10500,-14330,-57.7124446234394,2017
11837,"11837","Niedersächsisches Wattenmeer","DEU","Germany",2008,2011,2777.08,-9,-2786.08,-100.32408140925,2017
11837,"11837","Niedersächsisches Wattenmeer","DEU","Germany",2011,2017,-9,3277.5,3286.5,-36516.6666666667,2017
11839,"11839","Pelican Cays Land And Sea Park","BHS","Bahamas",2008,2011,8.5,6.8,-1.7,-20,2017
11844,"11844","Cabrits","DMA","Dominica",2008,2011,5.31,3.5,-1.81,-34.0866290018832,2017
11848,"11848","Isla Pajaros","CRI","Costa Rica",2008,2010,0.04,0.11,0.07,175,2017
11849,"11849","Isla del Caño","CRI","Costa Rica",2008,2010,2,52.07,50.07,2503.5,2017
11878,"11878","Mubrani-Kaironi","IDN","Indonesia",2008,2010,10,6.17,-3.83,-38.3,2014
11879,"11879","Sidei Wibain","IDN","Indonesia",2008,2010,9,5.49,-3.51,-39,2017
11967,"11967","Farasan Islands","SAU","Saudi Arabia",2007,2008,696,3310,2614,375.574712643678,2017
11967,"11967","Farasan Islands","SAU","Saudi Arabia",2008,2010,3310,2600,-710,-21.4501510574018,2017
11967,"11967","Farasan Islands","SAU","Saudi Arabia",2016,2017,2600,4662.8,2062.8,79.3384615384615,2017
12043,"12043","Ra's Al Hadd","OMN","Oman",2008,2010,120,67,-53,-44.1666666666667,2017
12215,"12215","los Manglares de Tumbes","PER","Peru",2008,2010,29.72,9.9,-19.82,-66.6890982503365,2017
12231,"12231","Dolphin Park","BLZ","Belize",2006,2012,0.01,0.002784,-0.007216,-72.16,2017
12244,"12244","Ostional (estatal)","CRI","Costa Rica",2008,2010,3.2,80.55,77.35,2417.1875,2017
12259,"12259","Saikai","JPN","Japan",2008,2010,248.48,528.63,280.15,112.745492594977,2017
12260,"12260","Daisen oki","JPN","Japan",2008,2010,350.53,763.28,412.75,117.750263886115,2017
12260,"12260","Daisen oki","JPN","Japan",2014,2015,763.28,339.42,-423.86,-55.5313908395346,2017
12267,"12267","Park Krajobrazowy Mierzeja Wiślana","POL","Poland",2004,2005,223.9,44.1,-179.8,-80.303707012059,2017
12267,"12267","Park Krajobrazowy Mierzeja Wiślana","POL","Poland",2006,2007,44.1,223.9,179.8,407.709750566893,2017
12267,"12267","Park Krajobrazowy Mierzeja Wiślana","POL","Poland",2008,2016,223.9,0.823659722,-223.076340278,-99.6321305395266,2017
12287,"12287","Hidakasanmyaku-Erimo","JPN","Japan",2008,2010,1034.47,179.98,-854.49,-82.6017187545313,2017
12287,"12287","Hidakasanmyaku-Erimo","JPN","Japan",2014,2015,179.98,61.469,-118.511,-65.8467607511946,2017
12330,"12330","Været","NOR","Norway",2008,2010,21,11,-10,-47.6190476190476,2017
12330,"12330","Været","NOR","Norway",2014,2015,11,14.862684,3.862684,35.1153090909091,2017
12359,"12359","El Omayed","EGY","Egypt",2008,2010,690.1,61.19,-628.91,-91.1331691059267,2017
12399,"12399","Ashizuri uwakai","JPN","Japan",2008,2010,111.66,739.13,627.47,561.946981909368,2017
12399,"12399","Ashizuri uwakai","JPN","Japan",2014,2015,739.13,425.755,-313.375,-42.3978190575406,2017
12400,"12400","Sai Kung East","HKG","Hong Kong",2008,2010,44.77,9.84,-34.93,-78.0209962028144,2017
12401,"12401","Kiu Tsui","HKG","Hong Kong",2008,2010,1,0.46,-0.54,-54,2017
12404,"12404","Lantau South","HKG","Hong Kong",2008,2010,56.4,3.77,-52.63,-93.3156028368794,2017
12405,"12405","Plover Cove","HKG","Hong Kong",2008,2010,45.94,19.4,-26.54,-57.7710056595559,2017
12411,"12411","Shek O","HKG","Hong Kong",2008,2010,7.01,0.53,-6.48,-92.4393723252496,2017
12422,"12422","Monterrico","GTM","Guatemala",2008,2010,28,1.93,-26.07,-93.1071428571429,2017
12431,"12431","Sian Ka'an","MEX","Mexico",2008,2010,5281.48,1531.92,-3749.56,-70.9944939676,2015
12438,"12438","Isla de Mona","PRI","Puerto Rico",2007,2008,55.54,1575.75,1520.21,2737.14440043212,2017
1244,"1244","Douala Edéa","CMR","Cameroon",2008,2010,1283.6,6.94,-1276.66,-99.4593331255843,2017
12446,"12446","Karaburun","ALB","Albania",2008,2010,200,49.81,-150.19,-75.095,2017
12461,"12461","Benacre","GBR","United Kingdom of Great Britain and Northern Ireland",2008,2011,4.0832,148,143.9168,3524.60815047022,2017
12461,"12461","Benacre","GBR","United Kingdom of Great Britain and Northern Ireland",2011,2012,148,1.48,-146.52,-99,2017
12492,"12492","Golfito (mixto)","CRI","Costa Rica",2008,2010,28.1,0.11,-27.99,-99.6085409252669,2017
12493,"12493","Barra del Colorado (mixto)","CRI","Costa Rica",2008,2010,920,15.26,-904.74,-98.3413043478261,2017
12494,"12494","El Imposible y El Balsamero","SLV","El Salvador",2004,2005,32.22,38.2,5.98,18.5599006828057,2017
1251,"1251","Gunung Leuser","IDN","Indonesia",2005,2006,7926.75,10946.92,3020.17,38.1009871637178,2017
1252,"1252","Bukit Barisan Selatan","IDN","Indonesia",2008,2010,3650,216,-3434,-94.0821917808219,2017
1254,"1254","Berbak","IDN","Indonesia",2008,2010,1627,6.94,-1620.06,-99.5734480639213,2017
1256,"1256","Kutai","IDN","Indonesia",2008,2010,1986.29,1.3,-1984.99,-99.9345513495008,2017
12564,"12564","Punta de Manabique","GTM","Guatemala",2008,2010,384,294.76,-89.24,-23.2395833333333,2017
125858,"125858","Lyngholman","NOR","Norway",2015,2016,0.440993,0.396724823,-0.044268177,-10.038294712161,2017
125874,"125874","Slettnes","NOR","Norway",2014,2015,0.2,0.641154,0.441154,220.577,2017
125874,"125874","Slettnes","NOR","Norway",2016,2017,0.641622299,0.521508041111252,-0.120114257888748,-18.7203995366046,2017
125910,"125910","Ossian Sars naturreservat","SJM","Svalbard and Jan Mayen",2008,2010,11.4,2.56,-8.84,-77.5438596491228,2017
125912,"125912","Roaldsand","NOR","Norway",2015,2016,0.122669,0.792708684,0.670039684,546.217613251922,2017
125925,"125925","Store Risøya","NOR","Norway",2014,2015,0.057,0.141382,0.084382,148.038596491228,2017
125973,"125973","Bales Beach","AUS","Australia",2012,2013,10.11,7.21,-2.9,-28.6844708209693,2017
126143,"126143","Chadinga","AUS","Australia",2008,2011,80.06,-9,-89.06,-111.241568823382,2015
126288,"126288","Fisherman Islands","AUS","Australia",2008,2017,0.0524,0.2036260624,0.1512260624,288.599355725191,2017
12652,"12652","Estero Real","NIC","Nicaragua",2008,2010,550,138.6,-411.4,-74.8,2017
126620,"126620","Mornington Peninsula National Park","AUS","Australia",2008,2011,26.8,0.82,-25.98,-96.9402985074627,2017
12667,"12667","Cayos Miskitos y Franja Costera Inmediata","NIC","Nicaragua",2007,2010,500,4335.2,3835.2,767.04,2017
126695,"126695","Munyaroo","AUS","Australia",2008,2011,77.99,-9,-86.99,-111.539941018079,2012
126769,"126769","Outer Rocks","AUS","Australia",2008,2017,0.0685,0.0754873521,0.00698735210000001,10.2005140145986,2017
1268,"1268","Bali Barat","IDN","Indonesia",2008,2010,190.0289,35,-155.0289,-81.5817488813544,2017
126822,"126822","Point Bell","AUS","Australia",2007,2008,5.62,0.19,-5.43,-96.6192170818505,2012
126822,"126822","Point Bell","AUS","Australia",2008,2011,0.19,-9,-9.19,-4836.84210526316,2012
12685,"12685","Cerro Hoya","PAN","Panama",2008,2010,334.49,37.82,-296.67,-88.693234476367,2017
12686,"12686","Sarigua","PAN","Panama",2007,2008,80,46.63,-33.37,-41.7125,2017
12686,"12686","Sarigua","PAN","Panama",2008,2010,46.63,12.16,-34.47,-73.9223675745228,2017
12687,"12687","Taboga-Urabá","PAN","Panama",2007,2008,2.58,3.62,1.04,40.3100775193798,2017
12687,"12687","Taboga-Urabá","PAN","Panama",2008,2010,3.62,2.48,-1.14,-31.4917127071823,2017
12688,"12688","Isla Iguana","PAN","Panama",2007,2008,0.58,1.48,0.9,155.172413793103,2017
126916,"126916","Sandland Islands","AUS","Australia",2008,2017,0.0154,0.1184245925,0.1030245925,668.99086038961,2017
126957,"126957","Shoalwater Bay Islands","AUS","Australia",2008,2017,0.0405,0.1535064373,0.1130064373,279.028240246914,2017
127020,"127020","Swan Estuary","AUS","Australia",2014,2015,3.49,0.0616368419,-3.4283631581,-98.2339013782235,2017
127065,"127065","Thevenard Island","AUS","Australia",2008,2017,5.7303,21.7170322695,15.9867322695,278.985956572954,2017
12709,"12709","Buccoo Reef","TTO","Trinidad and Tobago",2008,2010,6.5,5.85,-0.65,-10,2017
12709,"12709","Buccoo Reef","TTO","Trinidad and Tobago",2015,2016,5.85,2.996042,-2.853958,-48.7856068376068,2017
12716,"12716","K�ycegiz - Dalyan","TUR","Turkey",2008,2012,385,102,-283,-73.5064935064935,2014
127213,"127213","Buller, Whittell And Green Islands","AUS","Australia",2008,2017,0.0841,0.3453291293,0.2612291293,310.617276218787,2017
127242,"127242","Cape Conran Coastal Park","AUS","Australia",2008,2011,117,-9,-126,-107.692307692308,2017
127244,"127244","Cape Liptrap Coastal Park","AUS","Australia",2008,2011,42.25,0.51,-41.74,-98.792899408284,2017
1273,"1273","Leuwang Sancang","IDN","Indonesia",2008,2010,33.07,37.92,4.85,14.6658602963411,2017
1273,"1273","Leuwang Sancang","IDN","Indonesia",2014,2015,37.92,11.5,-26.42,-69.6729957805907,2017
1275,"1275","Panua","IDN","Indonesia",2008,2011,450,-9,-459,-102,2017
127590,"127590","Wahgunyah","AUS","Australia",2008,2011,400.51,-9,-409.51,-102.247134902999,2017
12760,"12760","Nelson's Dockyard","ATG","Antigua and Barbuda",2008,2010,41.2844,28.21,-13.0744,-31.6691050372538,2014
12766,"12766","Castle Harbour Islands","BMU","Bermuda",2008,2010,0.1282,0.16,0.0318,24.804992199688,2017
12766,"12766","Castle Harbour Islands","BMU","Bermuda",2016,2017,0.16,0.179567,0.019567,12.229375,2017
127679,"127679","Whalebone Island","AUS","Australia",2008,2017,0.0161,0.0134082017,-0.0026917983,-16.7192440993789,2017
12772,"12772","Lovers Lake","BMU","Bermuda",2008,2010,0.02,0.08,0.06,300,2016
12774,"12774","Shelly Bay","BMU","Bermuda",2004,2005,0.024,0.02,-0.004,-16.6666666666667,2017
12774,"12774","Shelly Bay","BMU","Bermuda",2006,2007,0.02,0.024,0.004,20,2017
12774,"12774","Shelly Bay","BMU","Bermuda",2008,2010,0.024,0.02,-0.004,-16.6666666666667,2017
12781,"12781","Spotts Bay Replenishment Zone","CYM","Cayman Islands",2015,2016,0.35,0.2932865154,-0.0567134846,-16.2038527428571,2017
12783,"12783","East End Replenishment Zone","CYM","Cayman Islands",2007,2008,0.04,0.05,0.01,25,2017
12785,"12785","Spotter Bay Replenishment Zone","CYM","Cayman Islands",2015,2016,0.67,0.57053056506,-0.09946943494,-14.846184319403,2017
12786,"12786","Spanish Bay Marine Park","CYM","Cayman Islands",2015,2016,0.08,0.11611310677,0.03611310677,45.1413834625,2017
12787,"12787","West Bay Bight Marine Park","CYM","Cayman Islands",2015,2016,1.36,1.66441666577,0.30441666577,22.3835783654412,2017
12789,"12789","Rum Point Marine Park","CYM","Cayman Islands",2015,2016,0.59,0.47763542286,-0.11236457714,-19.0448435830508,2017
12790,"12790","Environmental Zone","CYM","Cayman Islands",2008,2010,17.31,10.28,-7.03,-40.6123627960716,2017
12790,"12790","Environmental Zone","CYM","Cayman Islands",2015,2016,10.28,17.0138970133,6.7338970133,65.5048347597276,2017
12791,"12791","Spott Bay Replenishment Zone","CYM","Cayman Islands",2014,2016,0.11,0.12579645792,0.01579645792,14.3604162909091,2017
12792,"12792","Dennis Point Replenishment Zone","CYM","Cayman Islands",2015,2016,0.27,0.21086569122,-0.05913430878,-21.9015958444444,2017
12793,"12793","South East Bay Replenishment Zone","CYM","Cayman Islands",2014,2016,0.04,0.07864633084,0.03864633084,96.6158271,2017
12794,"12794","Mary's Bay - East Point Replenishment Zone","CYM","Cayman Islands",2015,2016,2.5,3.38947771474,0.88947771474,35.5791085896,2017
12796,"12796","White Bay Marine Park","CYM","Cayman Islands",2015,2016,0.45,0.38036658173,-0.06963341827,-15.4740929488889,2017
12798,"12798","Jennifer Bay - Deep Well Marine Park","CYM","Cayman Islands",2015,2016,0.92,0.70595770826,-0.21404229174,-23.2654664934783,2017
12799,"12799","Bloody Bay Marine Park","CYM","Cayman Islands",2007,2008,1.61,2.48,0.87,54.0372670807453,2017
12799,"12799","Bloody Bay Marine Park","CYM","Cayman Islands",2015,2016,2.48,2.04313969389,-0.43686030611,-17.6153349237903,2017
12800,"12800","Preston Bay Marine Park","CYM","Cayman Islands",2015,2016,0.92,1.01424665658,0.0942466565799999,10.2442018021739,2017
1282,"1282","Mond","IRN","Iran (Islamic Republic of)",2008,2010,537.05,160,-377.05,-70.2076156782422,2017
12832,"12832","Grand Turk Cays, Land and Sea","TCA","Turks and Caicos Islands",2008,2010,1.56,1.92,0.36,23.0769230769231,2017
12855,"12855","Maziwe Island","TZA","United Republic of Tanzania",2008,2010,2.6,260,257.4,9900,2017
12855,"12855","Maziwe Island","TZA","United Republic of Tanzania",2011,2012,260,2.6,-257.4,-99,2017
12857,"12857","Had Noparatthara - Mu Koh Phi Phi","THA","Thailand",2008,2010,396.02,326,-70.02,-17.6809252057977,2017
12876,"12876","African Banks","SYC","Seychelles",2008,2010,0.03,8.27,8.24,27466.6666666667,2017
12878,"12878","Ile Cocos, Ile La Fouche, Ilot Platte","SYC","Seychelles",2006,2007,0.01,1.7053,1.6953,16953,2017
12888,"12888","Ranba Wildlife Sanctuary","PNG","Papua New Guinea",2008,2010,419.22,13.63,-405.59,-96.7487238204284,2017
12919,"12919","Silver Plains","AUS","Australia",2011,2012,125.91,79,-46.91,-37.2567707092368,2017
12919,"12919","Silver Plains","AUS","Australia",2012,2013,79,521.25,442.25,559.810126582278,2017
12920,"12920","Temple Bay","AUS","Australia",2011,2012,39.06,43,3.94,10.0870455709165,2017
12920,"12920","Temple Bay","AUS","Australia",2012,2013,43,189.95,146.95,341.744186046512,2017
12937,"12937","Bohle River","AUS","Australia",2014,2015,13.05,47.8891385517,34.8391385517,266.96657894023,2017
12940,"12940","Cattle-Palm Creek","AUS","Australia",2014,2015,31.84,71.1964032887,39.3564032887,123.60679424843,2017
12945,"12945","Fraser Island","AUS","Australia",2011,2012,96.93,435.2,338.27,348.983802744248,2017
12949,"12949","Maroochy River [Rev.1]","AUS","Australia",2016,2017,5.3938977091,6.146280439,0.7523827299,13.9487763854079,2017
12950,"12950","Palm Creek","AUS","Australia",2006,2007,10.7,14.45,3.75,35.0467289719626,2015
12956,"12956","Yorkeys Creek","AUS","Australia",2012,2013,0.67,1.17,0.5,74.6268656716418,2017
12958,"12958","Bushrangers Bay","AUS","Australia",2014,2016,0.04,0.03082452146,-0.00917547854,-22.93869635,2017
12963,"12963","Shiprock","AUS","Australia",2007,2016,0.02,0.01691104352,-0.00308895648,-15.4447824,2017
12983,"12983","Barker Inlet-St Kilda","AUS","Australia",2012,2013,26.63,29.52,2.89,10.8524220803605,2017
